META; english/championship/wolves-v-reading; 2018-02-24 22:19:53 GMT+2; 2018-03-03 17:30; Nothing; Xlenovo
META; english/championship/wolves-v-reading; 2018-03-03 10:22:10 GMT+2; 2018-03-03 17:30; Nothing; Xlenovo
Wolves; 4/9; 2/5; 4/9; 4/9; 4/9; 4/9; 2/5; 4/11; 2/5; 4/9; 2/5; 2/5; 2/5; 4/9; 2/5; 2/5; 2/5; 4/11; 2/5; 3/8; 2/5; 2/5; 2/5; 2/5; 4/9; 4/9
Draw; 15/4; 18/5; 7/2; 16/5; 37/10; 15/4; 7/2; 7/2; 7/2; 7/2; 7/2; 10/3; 10/3; 10/3; 7/2; 10/3; 7/2; 17/5; 39/11; 7/2; 15/4; 7/2; 39/11; 10/3; 7/2; 7/2
Reading; 15/2; 17/2; 8; 77/10; 8; 15/2; 7; 15/2; 15/2; 8; 15/2; 7; 15/2; 15/2; 15/2; 8; 37/5; 15/2; 8; 15/2; 8; 42/5; 42/5; ; ; 
META; english/championship/wolves-v-reading; 2018-03-03 14:21:31 GMT+2; 2018-03-03 17:30; Nothing; Xlenovo
Wolves; 4/9; 7/18; 21/50; 2/5; 
Draw; 7/2; 10/3; 7/2; 10/3; 39/11
Reading; 7; 31/4; 8; ; 
META; english/championship/wolves-v-reading; 2018-03-03 18:21:19 GMT+2; 2018-03-03 17:30; Nothing; Xlenovo
Wolves; 4/9; 21/50
Draw; 7/2; 10/3
Reading; 7; 
META; english/championship/wolves-v-reading; 2018-03-10 18:21:39 GMT+2; 2018-03-13 19:45; Nothing; Xlenovo
Wolves; 4/11; 19/50; 4/11; 3/10; 2/5; 2/5; 7/20; 2/5; 2/5; 4/11; 7/20; 4/11; 4/11
Draw; 10/3; 37/10; 18/5; 7/2; 7/2; 18/5; 18/5; 7/2; 17/5; 15/4; 10/3; 6/4; 
Reading; 13/2; 11; 19/2; 9; 13/2; 17/2; 9; 17/2; 13/2; 9; 17/2; 23/10; 
META; english/championship/wolves-v-reading; 2018-03-10 22:20:29 GMT+2; 2018-03-13 19:45; Nothing; Xlenovo
Wolves; 1/3; 4/11; 4/11; 37/00; 4/11; 3/10; 6/17; 2/5; 4/11; 4/11; 6/17; 4/11; 7/20; 2/5; 4/11
Draw; 4; 7/2; 10/3; 41/10; 4; 7/2; 37/10; 18/5; 18/5; 15/4; 18/5; 15/4; 15/4; 7/2; 11/5
Reading; 9; 13/2; 19/2; 10; 15/2; 17/2; 9; 17/2; 15/2; 17/2; 9; 39/5; 7/2; ; 
META; english/championship/wolves-v-reading; 2018-03-11 02:19:56 GMT+2; 2018-03-13 19:45; Nothing; Xlenovo
Wolves; 1/3; 4/11; 4/11; 37/00; 4/11; 3/10; 6/17; 2/5; 4/11; 4/11; 6/17; 1/3; 7/20; 4/11; 1/3
Draw; 4; 7/2; 10/3; 41/10; 4; 7/2; 37/10; 18/5; 18/5; 15/4; 18/5; 19/5; 15/4; 7/2; 7/2
Reading; 9; 13/2; 19/2; 10; 15/2; 17/2; 9; 17/2; 15/2; 9; 36/5; 34/5; ; ; 
META; english/championship/wolves-v-reading; 2018-03-11 10:19:59 GMT+2; 2018-03-13 19:45; Nothing; Xlenovo
Wolves; 1/3; 4/11; 4/11; 37/00; 4/11; 3/10; 6/17; 2/5; 4/11; 4/11; 4/11; 4/11; 1/3; 6/17; 4/11; 7/20; 4/11; 1/3
Draw; 4; 7/2; 10/3; 41/10; 4; 7/2; 37/10; 18/5; 7/2; 18/5; 4; 15/4; 15/4; 18/5; 15/4; 15/4; 7/2; 7/2
Reading; 9; 13/2; 19/2; 10; 15/2; 17/2; 17/2; 9; 17/2; 17/2; 15/2; 17/2; 9; 36/5; 34/5; ; ; 
META; english/championship/wolves-v-reading; 2018-03-11 14:20:40 GMT+2; 2018-03-13 19:45; Nothing; Xlenovo
Wolves; 1/3; 4/11; 4/11; 39/00; 4/11; 3/10; 6/17; 2/5; 4/11; 4/11; 4/11; 4/11; 4/11; 1/3; 1/3; 6/17; 1/3; 4/11; 4/11; 1/3
Draw; 4; 7/2; 10/3; 21/5; 4; 7/2; 37/10; 18/5; 7/2; 4; 18/5; 4; 15/4; 15/4; 15/4; 18/5; 4; 7/2; 7/2; 7/2
Reading; 9; 13/2; 41/5; 10; 15/2; 17/2; 8; 15/2; 9; 8; 17/2; 37/5; 15/2; 9; 36/5; 32/5; ; ; ; 
META; english/championship/wolves-v-reading; 2018-03-11 18:20:11 GMT+2; 2018-03-13 19:45; Nothing; Xlenovo
Wolves; 1/3; 4/11; 4/11; 2/5; 4/11; 3/10; 6/17; 2/5; 2/5; 4/11; 4/11; 4/11; 4/11; 7/19; 1/3; 1/3; 6/17; 1/3; 4/11; 3/8; 4/11; 1/3; 4/11
Draw; 4; 18/5; 10/3; 21/5; 4; 7/2; 37/10; 18/5; 10/3; 15/4; 18/5; 4; 15/4; 50/13; 15/4; 15/4; 18/5; 4; 7/2; 50/13; 7/2; 7/2; 7/2
Reading; 9; 17/2; 13/2; 79/10; 10; 15/2; 17/2; 8; 15/2; 17/2; 8; 15/2; 17/2; 37/5; 15/2; 9; 15/2; 36/5; 6; 31/5; ; ; 
META; english/championship/wolves-v-reading; 2018-03-11 22:19:57 GMT+2; 2018-03-13 19:45; Nothing; Xlenovo
Wolves; 1/3; 4/11; 1/3; 4/11; 19/50; 2/5; 1/3; 6/17; 4/11; 2/5; 1/3; 4/11; 4/11; 4/11; 4/11; 7/19; 1/3; 1/3; 6/17; 4/11; 4/11; 7/19; 4/11; 4/11; 1/3; 4/11
Draw; 4; 18/5; 18/5; 10/3; 43/10; 4; 7/2; 37/10; 15/4; 18/5; 7/2; 15/4; 37/10; 4; 15/4; 50/13; 15/4; 15/4; 18/5; 4; 7/2; 39/10; 3; 7/2; 7/2; 10/3
Reading; 9; 17/2; 9; 13/2; 83/10; 17/2; 15/2; 15/2; 9; 17/2; 9; 9; 8; 15/2; 17/2; 37/5; 15/2; 19/2; 8; 15/2; 38/5; 8; 33/5; 8; ; 
META; english/championship/wolves-v-reading; 2018-03-12 02:20:20 GMT+2; 2018-03-13 19:45; Nothing; Xlenovo
Wolves; 1/3; 4/11; 4/11; 4/11; 39/00; 2/5; 1/3; 6/17; 4/11; 2/5; 1/3; 4/11; 4/11; 4/11; 4/11; 4/11; 1/3; 1/3; 6/17; 4/11; 7/20; 4/11; 4/11; 1/3; 1/3; 4/11
Draw; 4; 18/5; 18/5; 10/3; 41/10; 4; 7/2; 37/10; 15/4; 18/5; 7/2; 4; 37/10; 4; 7/2; 50/13; 15/4; 15/4; 18/5; 4; 15/4; 39/10; 7/2; 7/2; 7/2; 4
Reading; 9; 17/2; 9; 13/2; 89/10; 17/2; 15/2; 15/2; 9; 17/2; 9; 15/2; 17/2; 8; 17/2; 8; 17/2; 37/5; 15/2; 19/2; 17/2; 8; 41/5; 32/5; 44/5; 
META; english/championship/wolves-v-reading; 2018-03-12 10:20:17 GMT+2; 2018-03-13 19:45; Nothing; Xlenovo
Wolves; 2/5; 4/11; 4/11; 4/11; 19/50; 2/5; 1/3; 6/17; 4/11; 2/5; 1/3; 4/11; 4/11; 4/11; 4/11; 4/11; 1/3; 1/3; 6/17; 4/11; 7/20; 4/11; 4/11; 4/11; 4/11; 4/11
Draw; 15/4; 18/5; 18/5; 10/3; 4; 7/2; 37/10; 15/4; 18/5; 7/2; 4; 37/10; 4; 7/2; 19/5; 15/4; 15/4; 18/5; 19/5; 15/4; 50/13; 7/2; 7/2; 7/2; 7/2; 
Reading; 9; 17/2; 9; 13/2; 19/2; 17/2; 15/2; 15/2; 9; 17/2; 9; 15/2; 17/2; 8; 17/2; 8; 37/5; 15/2; 19/2; 17/2; 8; 17/2; 41/5; 41/5; 44/5; 
META; english/championship/wolves-v-reading; 2018-03-12 14:20:53 GMT+2; 2018-03-13 19:45; Nothing; Xlenovo
Wolves; 2/5; 4/11; 1/3; 4/11; 19/50; 2/5; 1/3; 6/17; 4/11; 4/11; 1/3; 4/11; 4/11; 4/11; 4/11; 4/11; 1/3; 1/3; 10/29; 4/11; 7/20; 4/11; 4/11; 4/11; 4/11; 4/11
Draw; 15/4; 18/5; 18/5; 7/2; 4; 7/2; 19/5; 15/4; 19/5; 7/2; 17/5; 4; 7/2; 19/5; 15/4; 15/4; 15/4; 19/5; 15/4; 50/13; 7/2; 4; 7/2; 4; ; 
Reading; 9; 17/2; 9; 19/2; 17/2; 15/2; 17/2; 9; 9; 10; 17/2; 8; 37/5; 17/2; 10; 17/2; 33/4; 9; 46/5; 46/5; 46/5; ; ; ; ; 
META; english/championship/wolves-v-reading; 2018-03-12 18:20:56 GMT+2; 2018-03-13 19:45; Nothing; Xlenovo
Wolves; 2/5; 4/11; 1/3; 4/11; 37/00; 2/5; 1/3; 10/29; 4/11; 4/11; 4/11; 4/11; 4/11; 4/11; 4/11; 6/17; 1/3; 4/11; 1/3; 4/11; 7/20; 4/11; 4/11; 4/11; 4/11; 4/11
Draw; 15/4; 18/5; 15/4; 7/2; 41/10; 4; 7/2; 39/10; 15/4; 19/5; 7/2; 17/5; 4; 7/2; 50/13; 15/4; 15/4; 19/5; 19/5; 15/4; 39/10; 7/2; 4; 7/2; 4; 
Reading; 9; 17/2; 9; 19/2; 17/2; 15/2; 9; 9; 17/2; 9; 10; 17/2; 33/4; 8; 43/5; 17/2; 10; 17/2; 33/4; 17/2; 46/5; 47/5; 44/5; ; ; 
META; english/championship/wolves-v-reading; 2018-03-12 22:20:55 GMT+2; 2018-03-13 19:45; Nothing; Xlenovo
Wolves; 2/5; 4/11; 1/3; 4/11; 37/00; 2/5; 1/3; 10/29; 4/11; 4/11; 4/11; 4/11; 4/11; 4/11; 4/11; 6/17; 1/3; 4/11; 1/3; 4/11; 7/20; 4/11; 4/11; 4/11; 4/11; 4/11
Draw; 15/4; 18/5; 15/4; 7/2; 41/10; 4; 7/2; 39/10; 15/4; 19/5; 7/2; 17/5; 4; 7/2; 50/13; 15/4; 15/4; 19/5; 19/5; 15/4; 39/10; 7/2; 7/2; 7/2; 4; 
Reading; 9; 17/2; 9; 19/2; 17/2; 15/2; 9; 9; 17/2; 9; 10; 17/2; 33/4; 8; 43/5; 17/2; 10; 10; 33/4; 17/2; 46/5; 47/5; 44/5; ; ; 
META; english/championship/wolves-v-reading; 2018-03-13 02:20:47 GMT+2; 2018-03-13 19:45; Nothing; Xlenovo
Wolves; 2/5; 4/11; 1/3; 4/11; 37/00; 4/11; 1/3; 10/29; 4/11; 4/11; 4/11; 4/11; 4/11; 4/11; 4/11; 6/17; 1/3; 4/11; 1/3; 4/11; 7/20; 4/11; 4/11; 1/3; 4/11; 4/11
Draw; 15/4; 18/5; 15/4; 7/2; 41/10; 4; 7/2; 39/10; 15/4; 19/5; 7/2; 15/4; 4; 7/2; 50/13; 15/4; 15/4; 19/5; 19/5; 15/4; 39/10; 7/2; 7/2; 7/2; 4; 
Reading; 9; 17/2; 9; 19/2; 10; 9; 9; 17/2; 8; 10; 17/2; 33/4; 8; 43/5; 17/2; 10; 10; 33/4; 19/2; 42/5; 48/5; 44/5; ; ; ; 
META; english/championship/wolves-v-reading; 2018-03-13 10:20:56 GMT+2; 2018-03-13 19:45; Nothing; Xlenovo
Wolves; 2/5; 4/11; 4/11; 4/11; 2/5; 4/11; 4/11; 1/3; 10/29; 4/11; 4/11; 4/11; 4/11; 4/11; 4/11; 4/11; 6/17; 1/3; 7/19; 1/3; 4/11; 7/20; 4/11; 4/11; 4/11; 4/11; 4/11
Draw; 15/4; 18/5; 18/5; 7/2; 15/4; 4; 15/4; 7/2; 39/10; 15/4; 19/5; 7/2; 15/4; 4; 7/2; 19/5; 15/4; 19/5; 19/5; 19/5; 15/4; 50/13; 7/2; 7/2; 7/2; 7/2; 
Reading; 9; 17/2; 17/2; 9; 19/2; 10; 17/2; 9; 9; 8; 15/2; 9; 17/2; 17/2; 8; 17/2; 10; 17/2; 19/2; 42/5; 48/5; 49/5; ; ; ; ; 
META; english/championship/wolves-v-reading; 2018-03-13 14:21:08 GMT+2; 2018-03-13 19:45; Nothing; Xlenovo
Wolves; 2/5; 4/11; 4/11; 4/11; 2/5; 4/11; 4/11; 1/3; 3/8; 4/11; 4/11; 4/11; 4/11; 2/5; 2/5; 4/11; 4/11; 1/3; 6/17; 7/19; 4/11; 4/11; 4/11; 4/11; 4/11; 4/11; 4/11
Draw; 15/4; 18/5; 19/5; 7/2; 15/4; 4; 15/4; 7/2; 18/5; 19/5; 19/5; 7/2; 15/4; 19/5; 7/2; 18/5; 15/4; 15/4; 39/10; 7/2; 19/5; 15/4; 19/5; 7/2; 7/2; 7/2; 7/2
Reading; 9; 17/2; 9; 19/2; 9; 17/2; 8; 9; 8; 15/2; 9; 15/2; 17/2; 33/4; 8; 83/10; 8; 19/2; 17/2; 33/4; 19/2; 46/5; 49/5; 49/5; ; ; 
META; english/championship/wolves-v-reading; 2018-03-13 18:21:11 GMT+2; 2018-03-13 19:45; Nothing; Xlenovo
Wolves; 4/11; 4/11; 4/11; 4/11; 37/00; 1/3; 7/20; 3/10; 6/17; 4/11; 4/11; 1/3; 4/11; 4/11; 7/20; 4/11; 1/3; 6/17; 1/3; 10/29; 4/11; 1/3; 1/3; 1/3; 4/11; 4/11; 4/11
Draw; 4; 18/5; 19/5; 7/2; 43/10; 4; 4; 37/10; 4; 7/2; 4; 15/4; 19/5; 75/19; 15/4; 50/13; 18/5; 4; 15/4; 4; 7/2; 4; 4; ; ; ; 
Reading; 10; 10; 9; 10; 9; 19/2; 10; 9; 9; 17/2; 9; 29/4; 19/2; 19/2; 21/2; 10; 37/4; 52/5; 54/5; 54/5; 54/5; ; ; ; ; ; 
META; english/championship/wolves-v-reading; 2018-03-13 22:21:00 GMT+2; 2018-03-13 19:45; Nothing; Xlenovo
Wolves; 4/9; 2/5; 4/11; 4/11; 2/5; 2/5; 1/3; 7/19; 1/3; 4/9; 4/9; 4/9; 4/9; 4/11; 2/5; 2/5; 6/13; 9/20; 9/20; 6/17; 4/11; 4/9; 4/9; 4/9
Draw; 13/5; 11/4; 3; 41/10; 3; 16/5; 11/4; 31/10; 10/3; 5/2; 14/5; 14/5; 13/5; 3; 37/13; 14/5; 27/10; 14/5; 27/10; 13/4; 7/2; 3; 3; 
Reading; 10; 10; 39/5; 19/2; 9; 10; 15/2; 15/2; 17/2; 7; 19/2; 9; 34/5; 10; 10; 11; 10; 46/5; 46/5; 46/5; ; ; ; 
