META; english/non-league/national-league/guiseley-v-sutton-utd; 2017-01-22 16:24:14 GMT+2; 2017-01-28 15:00; e70300-dr003
Draw; ; ; ; ; ; 5/2; 5/2; 12/5; ; ; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/guiseley-v-sutton-utd; 2017-02-10 00:22:08 GMT+2; 2017-02-14 19:45; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Guiseley; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Sutton Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/non-league/national-league/guiseley-v-sutton-utd; 2017-02-10 04:22:21 GMT+2; 2017-02-14 19:45; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Guiseley; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Sutton Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/non-league/national-league/guiseley-v-sutton-utd; 2017-02-10 08:22:07 GMT+2; 2017-02-14 19:45; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Guiseley; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Sutton Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/non-league/national-league/guiseley-v-sutton-utd; 2017-02-10 12:22:55 GMT+2; 2017-02-14 19:45; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Guiseley; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Sutton Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/non-league/national-league/guiseley-v-sutton-utd; 2017-02-10 16:25:29 GMT+2; 2017-02-14 19:45; e70300-dr003
Guiseley; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Sutton Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/non-league/national-league/guiseley-v-sutton-utd; 2017-02-10 20:23:20 GMT+2; 2017-02-14 19:45; e70300-dr003
Guiseley; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Sutton Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/non-league/national-league/guiseley-v-sutton-utd; 2017-02-11 00:23:43 GMT+2; 2017-02-14 19:45; e70300-dr003
Guiseley; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Sutton Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/non-league/national-league/guiseley-v-sutton-utd; 2017-02-11 04:22:53 GMT+2; 2017-02-14 19:45; e70300-dr003
Guiseley; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Sutton Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/non-league/national-league/guiseley-v-sutton-utd; 2017-02-11 08:23:14 GMT+2; 2017-02-14 19:45; e70300-dr003
Guiseley; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Sutton Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/non-league/national-league/guiseley-v-sutton-utd; 2017-02-11 12:27:23 GMT+2; 2017-02-14 19:45; e70300-dr003
Guiseley; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Sutton Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/non-league/national-league/guiseley-v-sutton-utd; 2017-02-11 16:29:02 GMT+2; 2017-02-14 19:45; e70300-dr003
Guiseley; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Sutton Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/non-league/national-league/guiseley-v-sutton-utd; 2017-02-11 20:24:15 GMT+2; 2017-02-14 19:45; e70300-dr003
Guiseley; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Sutton Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/non-league/national-league/guiseley-v-sutton-utd; 2017-02-12 00:24:04 GMT+2; 2017-02-14 19:45; e70300-dr003
Guiseley; 13/8; 7/4; ; 13/10; 13/8; ; 7/4; ; ; ; ; ; 13/8; ; ; 8/5; ; ; ; ; ; ; ; ; ; 1/50; ; 
Sutton Utd; 6/4; 13/10; ; 7/4; 6/4; ; 29/20; ; ; ; ; ; 29/20; ; ; 6/4; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; 5/2; 23/10; ; 12/5; 5/2; ; 5/2; ; ; ; ; ; 5/2; ; ; 5/2; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/non-league/national-league/guiseley-v-sutton-utd; 2017-02-12 04:23:17 GMT+2; 2017-02-14 19:45; e70300-dr003
Guiseley; 13/8; 7/4; ; 13/10; 13/8; ; 17/10; 6/4; 8/5; ; ; 31/20; 31/20; ; ; 8/5; ; ; ; ; ; ; ; ; ; 1/50; ; 
Sutton Utd; 6/4; 13/10; ; 7/4; 6/4; ; 6/4; 6/4; 6/4; ; ; 6/4; 31/20; ; ; 17/11; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; 5/2; 23/10; ; 12/5; 5/2; ; 5/2; 23/10; 5/2; ; ; 21/10; 49/20; ; ; 12/5; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/non-league/national-league/guiseley-v-sutton-utd; 2017-02-12 08:23:12 GMT+2; 2017-02-14 19:45; e70300-dr003
Guiseley; 13/8; 7/4; ; 13/10; 8/5; ; 13/8; 6/4; 8/5; ; ; 31/20; 31/20; ; ; 8/5; ; ; ; ; ; ; ; ; ; 1/8; ; 
Sutton Utd; 6/4; 13/10; ; 7/4; 8/5; ; 31/20; 6/4; 6/4; ; ; 6/4; 31/20; ; ; 17/11; ; ; ; ; ; ; ; ; ; 1/8; ; 
Draw; 5/2; 23/10; ; 12/5; 5/2; ; 5/2; 23/10; 5/2; ; ; 21/10; 49/20; ; ; 12/5; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/non-league/national-league/guiseley-v-sutton-utd; 2017-02-12 12:24:30 GMT+2; 2017-02-14 19:45; e70300-dr003
Sutton Utd; 6/4; 13/10; ; 7/4; 8/5; ; 31/20; 6/4; 6/4; ; ; 6/4; 31/20; ; ; 17/11; 17/11; ; 8/5; 17/11; 33/20; ; 8/5; ; ; 4/9; ; 
Guiseley; 13/8; 7/4; ; 13/10; 8/5; ; 13/8; 6/4; 8/5; ; ; 31/20; 31/20; ; ; 8/5; 17/11; ; 6/4; 17/11; 44/25; ; 6/4; ; ; 4/9; ; 
Draw; 5/2; 23/10; ; 12/5; 12/5; ; 5/2; 23/10; 5/2; ; ; 21/10; 49/20; ; ; 12/5; 12/5; ; 23/10; 12/5; 5/2; ; 23/10; ; ; 21/10; ; 
META; english/non-league/national-league/guiseley-v-sutton-utd; 2017-02-12 16:25:02 GMT+2; 2017-02-14 19:45; e70300-dr003
Guiseley; 13/8; 13/8; ; 13/10; 6/4; ; 8/5; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; ; 6/4; 17/11; 17/11; ; 6/4; 17/11; 13/8; ; 6/4; ; ; 4/7; ; 
Sutton Utd; 6/4; 6/4; ; 7/4; 13/8; ; 31/20; 6/4; 13/8; 13/8; 13/8; 6/4; 8/5; ; 17/10; 8/5; 8/5; ; 8/5; 8/5; 7/4; ; 8/5; ; ; 4/7; ; 
Draw; 5/2; 23/10; ; 12/5; 5/2; ; 5/2; 23/10; 12/5; 12/5; 23/10; 11/5; 12/5; ; 23/10; 12/5; 40/17; ; 23/10; 40/17; 5/2; ; 23/10; ; ; 21/10; ; 
META; english/non-league/national-league/guiseley-v-sutton-utd; 2017-02-12 20:24:39 GMT+2; 2017-02-14 19:45; e70300-dr003
Guiseley; 13/8; 6/4; ; 13/10; 6/4; ; 6/4; 6/4; 6/4; 7/5; 7/5; 29/20; 6/4; ; 6/4; 6/4; 6/4; ; 6/4; 6/4; 8/5; 15/11; 6/4; ; ; 27/20; ; 
Sutton Utd; 6/4; 13/8; ; 7/4; 17/10; ; 7/4; 6/4; 13/8; 7/4; 17/10; 13/8; 33/20; ; 7/4; 8/5; 8/5; ; 8/5; 8/5; 9/5; 27/17; 8/5; ; ; 6/4; ; 
Draw; 5/2; 23/10; ; 12/5; 12/5; ; 12/5; 23/10; 12/5; 12/5; 9/4; 21/10; 47/20; ; 9/4; 12/5; 40/17; ; 23/10; 40/17; 5/2; 27/11; 23/10; ; ; 21/10; ; 
META; english/non-league/national-league/guiseley-v-sutton-utd; 2017-02-13 00:23:03 GMT+2; 2017-02-14 19:45; e70300-dr003
Guiseley; 6/4; 6/4; ; 6/4; 6/4; ; 5/4; 6/4; 6/4; 7/5; 7/5; 11/8; 29/20; ; 6/4; 16/11; 6/4; 6/4; 6/4; 6/4; 8/5; 9/7; 6/4; ; ; 7/5; ; 
Sutton Utd; 13/8; 13/8; ; 7/4; 7/4; ; 19/10; 6/4; 7/4; 9/5; 7/4; 17/10; 7/4; ; 7/4; 7/4; 17/10; 16/11; 8/5; 17/10; 9/5; 5/3; 8/5; ; ; 9/5; ; 
Draw; 5/2; 23/10; ; 12/5; 12/5; ; 5/2; 23/10; 23/10; 12/5; 9/4; 11/5; 23/10; ; 9/4; 12/5; 9/4; 23/10; 23/10; 9/4; 5/2; 27/11; 23/10; ; ; 11/5; ; 
META; english/non-league/national-league/guiseley-v-sutton-utd; 2017-02-13 04:22:23 GMT+2; 2017-02-14 19:45; e70300-dr003
Guiseley; 6/4; 6/4; ; 6/4; 6/4; ; 5/4; 7/5; 6/4; 6/4; 6/4; 7/5; 29/20; 8/5; 6/4; 16/11; 6/4; 17/11; 6/4; 6/4; 8/5; 9/7; 6/4; ; ; 6/4; ; 
Sutton Utd; 13/8; 13/8; ; 7/4; 7/4; ; 19/10; 17/10; 7/4; 7/4; 17/10; 13/8; 7/4; 15/8; 15/8; 7/4; 17/10; 16/11; 8/5; 17/10; 9/5; 5/3; 8/5; ; ; 9/5; ; 
Draw; 5/2; 23/10; ; 12/5; 12/5; ; 5/2; 9/4; 23/10; 23/10; 11/5; 11/5; 23/10; 2; 21/10; 12/5; 9/4; 9/4; 23/10; 9/4; 5/2; 27/11; 23/10; ; ; 23/10; ; 
META; english/non-league/national-league/guiseley-v-sutton-utd; 2017-02-13 08:22:24 GMT+2; 2017-02-14 19:45; e70300-dr003
Guiseley; 6/4; 6/4; ; 6/4; 6/4; ; 5/4; 7/5; 6/4; 6/4; 29/20; 29/20; ; 8/5; 6/4; 16/11; 6/4; 17/11; 6/4; 6/4; 8/5; 9/7; 6/4; ; ; 7/5; ; 
Sutton Utd; 13/8; 13/8; ; 7/4; 7/4; ; 19/10; 17/10; 7/4; 9/5; 17/10; 17/10; ; 15/8; 15/8; 7/4; 17/10; 16/11; 8/5; 17/10; 9/5; 5/3; 8/5; ; ; 9/5; ; 
Draw; 5/2; 23/10; ; 12/5; 12/5; ; 5/2; 9/4; 23/10; 23/10; 11/5; 21/10; ; 2; 21/10; 12/5; 9/4; 9/4; 23/10; 9/4; 5/2; 27/11; 23/10; ; ; 23/10; ; 
META; english/non-league/national-league/guiseley-v-sutton-utd; 2017-02-13 12:23:39 GMT+2; 2017-02-14 19:45; e70300-dr003
Guiseley; 7/5; 6/4; ; 6/4; 6/4; 7/5; 5/4; 7/5; 6/4; 6/4; 6/4; 11/8; 29/20; 8/5; 6/4; 16/11; 16/11; 17/11; 6/4; 16/11; 8/5; 9/7; 6/4; ; ; 7/5; ; 
Sutton Utd; 7/4; 13/8; ; 7/4; 7/4; 6/4; 19/10; 17/10; 7/4; 9/5; 7/4; 17/10; 7/4; 15/8; 15/8; 7/4; 9/5; 16/11; 8/5; 9/5; 9/5; 5/3; 8/5; ; ; 9/5; ; 
Draw; 5/2; 23/10; ; 12/5; 12/5; 23/10; 5/2; 9/4; 23/10; 23/10; 12/5; 11/5; 23/10; 21/10; 21/10; 12/5; 9/4; 9/4; 23/10; 9/4; 5/2; 27/11; 23/10; ; ; 12/5; ; 
META; english/non-league/national-league/guiseley-v-sutton-utd; 2017-02-13 16:24:04 GMT+2; 2017-02-14 19:45; e70300-dr003
Guiseley; 7/5; 6/4; ; 6/4; 6/4; 7/5; 5/4; 7/5; 6/4; 6/4; 6/4; 29/20; 6/4; 8/5; 6/4; 16/11; 6/4; 7/5; 6/4; 6/4; 31/20; 7/5; 6/4; ; ; 6/4; 7/5; 
Sutton Utd; 7/4; 13/8; ; 19/10; 9/5; 6/4; 19/10; 17/10; 9/5; 9/5; 9/5; 17/10; 7/4; 15/8; 7/4; 9/5; 7/4; 28/17; 8/5; 7/4; 37/20; 9/5; 8/5; ; ; 7/4; 7/4; 
Draw; 5/2; 23/10; ; 11/5; 23/10; 23/10; 5/2; 11/5; 23/10; 9/4; 23/10; 21/10; 9/4; 2; 9/4; 23/10; 11/5; 11/5; 23/10; 11/5; 5/2; 40/17; 23/10; ; ; 9/4; 2; 
META; english/non-league/national-league/guiseley-v-sutton-utd; 2017-02-13 20:24:57 GMT+2; 2017-02-14 19:45; e70300-dr003
Guiseley; 13/10; 6/4; ; 6/4; 29/20; 7/5; 5/4; 7/5; 7/5; 7/5; 29/20; 13/10; 29/20; 29/20; 7/5; 7/5; 7/5; 7/5; 6/4; 7/5; 31/20; 7/5; 6/4; ; ; 11/8; 27/20; 
Sutton Utd; 15/8; 13/8; ; 19/10; 15/8; 6/4; 2; 17/10; 15/8; 19/10; 15/8; 19/10; 37/20; 15/8; 15/8; 15/8; 24/13; 28/17; 8/5; 24/13; 37/20; 9/5; 8/5; ; ; 9/5; 19/10; 
Draw; 5/2; 23/10; ; 11/5; 23/10; 23/10; 5/2; 11/5; 9/4; 9/4; 23/10; 2; 11/5; 9/4; 9/4; 23/10; 11/5; 11/5; 23/10; 11/5; 5/2; 40/17; 23/10; ; ; 9/4; 21/10; 
META; english/non-league/national-league/guiseley-v-sutton-utd; 2017-02-14 00:22:50 GMT+2; 2017-02-14 19:45; e70300-dr003
Guiseley; 13/10; 7/5; ; 29/20; 29/20; 7/5; 5/4; 7/5; 7/5; 7/5; 29/20; 13/10; 29/20; 11/8; 7/5; 11/8; 23/17; 7/5; 7/5; 23/17; 139/100; 7/5; 7/5; ; ; 11/8; 27/20; 
Sutton Utd; 15/8; 15/8; ; 19/10; 15/8; 6/4; 2; 17/10; 15/8; 19/10; 15/8; 19/10; 37/20; 19/10; 15/8; 15/8; 19/10; 28/17; 7/4; 19/10; 52/25; 9/5; 7/4; ; ; 19/10; 19/10; 
Draw; 5/2; 11/5; ; 9/4; 23/10; 23/10; 5/2; 11/5; 9/4; 23/10; 23/10; 2; 11/5; 23/10; 9/4; 23/10; 9/4; 11/5; 23/10; 9/4; 5/2; 40/17; 23/10; ; ; 23/10; 23/10; 
META; english/non-league/national-league/guiseley-v-sutton-utd; 2017-02-14 04:22:52 GMT+2; 2017-02-14 19:45; e70300-dr003
Guiseley; 13/10; 7/5; ; 29/20; 7/5; 7/5; 5/4; 11/8; 7/5; 7/5; 29/20; 13/10; 11/8; 11/8; 7/5; 11/8; 23/17; 7/5; 7/5; 23/17; 139/100; 7/5; 7/5; ; ; 5/4; 13/10; 
Sutton Utd; 15/8; 15/8; ; 19/10; 19/10; 6/4; 2; 15/8; 15/8; 19/10; 15/8; 9/5; 39/20; 19/10; 19/10; 15/8; 19/10; 28/17; 7/4; 19/10; 52/25; 9/5; 7/4; ; ; 2; 2; 
Draw; 5/2; 11/5; ; 9/4; 12/5; 23/10; 5/2; 21/10; 23/10; 23/10; 23/10; 21/10; 11/5; 23/10; 11/5; 23/10; 9/4; 11/5; 23/10; 9/4; 5/2; 40/17; 23/10; ; ; 23/10; 23/10; 
META; english/non-league/national-league/guiseley-v-sutton-utd; 2017-02-14 08:22:46 GMT+2; 2017-02-14 19:45; e70300-dr003
Guiseley; 13/10; 7/5; ; 29/20; 7/5; 5/4; 5/4; 11/8; 7/5; 11/8; 29/20; 13/10; 11/8; 11/8; 13/10; 11/8; 13/10; 7/5; 7/5; 13/10; 139/100; 39/29; 7/5; ; ; 11/8; 11/8; 
Sutton Utd; 15/8; 15/8; ; 19/10; 19/10; 20/11; 2; 15/8; 15/8; 2; 15/8; 15/8; 39/20; 2; 2; 15/8; 2; 28/17; 7/4; 2; 52/25; 15/8; 7/4; ; ; 2; 2; 
Draw; 5/2; 11/5; ; 9/4; 23/10; 21/10; 5/2; 21/10; 23/10; 23/10; 23/10; 21/10; 11/5; 9/4; 23/10; 23/10; 9/4; 11/5; 23/10; 9/4; 5/2; 12/5; 23/10; ; ; 23/10; 23/10; 
META; english/non-league/national-league/guiseley-v-sutton-utd; 2017-02-14 12:24:42 GMT+2; 2017-02-14 19:45; e70300-dr003
Guiseley; 5/4; 7/5; ; 13/10; 7/5; 5/4; 5/4; 11/8; 13/10; 13/10; 29/20; 5/4; 27/20; 13/10; 13/10; 13/10; 5/4; 5/4; 13/10; 5/4; 13/10; 39/29; 13/10; ; ; 5/4; 5/4; 
Sutton Utd; 2; 15/8; ; 21/10; 2; 20/11; 21/10; 15/8; 2; 21/10; 15/8; 15/8; 2; 21/10; 2; 2; 39/19; 24/13; 2; 39/19; 23/10; 15/8; 2; ; ; 21/10; 21/10; 
Draw; 5/2; 11/5; ; 23/10; 23/10; 21/10; 12/5; 21/10; 23/10; 23/10; 23/10; 11/5; 11/5; 9/4; 23/10; 23/10; 9/4; 11/5; 21/10; 9/4; 49/20; 12/5; 28/13; ; ; 12/5; 23/10; 
META; english/non-league/national-league/guiseley-v-sutton-utd; 2017-02-14 16:24:18 GMT+2; 2017-02-14 19:45; e70300-dr003
Guiseley; 23/20; 6/5; 11/10; 1; 23/20; 21/20; 23/20; 11/10; 6/5; 11/10; 6/5; 21/20; 23/20; 23/20; 11/10; 6/5; 21/20; 15/13; 1; 21/20; 5/4; 39/29; 1; ; ; 10/9; 10/9; 
Draw; 5/2; 9/4; 11/5; 12/5; 23/10; 43/20; 12/5; 11/5; 23/10; 23/10; 23/10; 21/10; 11/5; 23/10; 12/5; 23/10; 23/10; 11/5; 23/10; 23/10; 49/20; 12/5; 40/17; ; ; 23/10; 23/10; 
Sutton Utd; 11/5; 21/10; 47/20; 5/2; 12/5; 43/20; 23/10; 23/10; 23/10; 12/5; 23/10; 23/10; 47/20; 12/5; 23/10; 9/4; 27/11; 2; 5/2; 27/11; 12/5; 15/8; 5/2; ; ; 5/2; 5/2; 
META; english/non-league/national-league/guiseley-v-sutton-utd; 2017-02-14 20:24:37 GMT+2; 2017-02-14 19:45; e70300-dr003
Guiseley; 21/20; 11/10; 11/10; 1; 11/10; 1; 1; 1; 11/10; 11/10; 11/10; 21/20; 11/10; 11/10; 11/10; 21/20; 21/20; 21/20; 1; 21/20; 11/10; 12/11; 1; ; ; 21/20; 10/9; 
Draw; 13/5; 9/4; 9/4; 12/5; 12/5; 43/20; 12/5; 23/10; 23/10; 12/5; 12/5; 21/10; 9/4; 12/5; 12/5; 12/5; 40/17; 11/5; 23/10; 40/17; 5/2; 23/10; 40/17; ; ; 12/5; 12/5; 
Sutton Utd; 23/10; 23/10; 49/20; 5/2; 5/2; 9/4; 12/5; 5/2; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; 23/10; 5/2; 27/11; 11/5; 5/2; 27/11; 14/5; 27/11; 5/2; ; ; 27/10; 5/2; 
